Word/Phrase,Effort Score,Hits,Grid Name,Actual Position X,Actual Position Y,XY,Path,Cell Type
lightning,4.26,4,15l TOPICS Outside Weather,411.43,324.0,"(2, 2)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15l TOPICS Outside -> 15l TOPICS Outside Weather,Regular
sky,4.26,4,15l TOPICS Outside Weather,960.0,108.0,"(1, 4)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15l TOPICS Outside -> 15l TOPICS Outside Weather,Regular
frost,4.26,4,15l TOPICS Outside Weather,137.14,756.0,"(4, 1)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15l TOPICS Outside -> 15l TOPICS Outside Weather,Regular
snow,4.26,4,15l TOPICS Outside Weather,411.43,756.0,"(4, 2)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15l TOPICS Outside -> 15l TOPICS Outside Weather,Regular
snowball,4.26,4,15l TOPICS Outside Weather,685.71,756.0,"(4, 3)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15l TOPICS Outside -> 15l TOPICS Outside Weather,Regular
forecast,4.26,4,15l TOPICS Outside Weather,137.14,972.0,"(5, 1)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15l TOPICS Outside -> 15l TOPICS Outside Weather,Regular
hurricane,4.26,4,15l TOPICS Outside Weather,137.14,540.0,"(3, 1)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15l TOPICS Outside -> 15l TOPICS Outside Weather,Regular
tornado,4.26,4,15l TOPICS Outside Weather,411.43,540.0,"(3, 2)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15l TOPICS Outside -> 15l TOPICS Outside Weather,Regular
storm,4.26,4,15l TOPICS Outside Weather,685.71,324.0,"(2, 3)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15l TOPICS Outside -> 15l TOPICS Outside Weather,Regular
mist,4.26,4,15l TOPICS Outside Weather,685.71,108.0,"(1, 3)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15l TOPICS Outside -> 15l TOPICS Outside Weather,Regular
clothes,4.26,4,07i DAILY shopping expanded,137.14,972.0,"(5, 1)",01 CORE pg1 -> 07a DAILY activity index -> 07i DAILY shopping core -> 07i DAILY shopping expanded,Regular
food,4.26,4,07i DAILY shopping expanded,411.43,972.0,"(5, 2)",01 CORE pg1 -> 07a DAILY activity index -> 07i DAILY shopping core -> 07i DAILY shopping expanded,Regular
how,4.26,4,07i DAILY shopping expanded,685.71,108.0,"(1, 3)",01 CORE pg1 -> 07a DAILY activity index -> 07i DAILY shopping core -> 07i DAILY shopping expanded,Regular
can,4.26,4,07i DAILY shopping expanded,137.14,324.0,"(2, 1)",01 CORE pg1 -> 07a DAILY activity index -> 07i DAILY shopping core -> 07i DAILY shopping expanded,Regular
which,4.26,4,07i DAILY shopping expanded,411.43,108.0,"(1, 2)",01 CORE pg1 -> 07a DAILY activity index -> 07i DAILY shopping core -> 07i DAILY shopping expanded,Regular
put,4.26,4,07i DAILY shopping expanded,137.14,108.0,"(1, 1)",01 CORE pg1 -> 07a DAILY activity index -> 07i DAILY shopping core -> 07i DAILY shopping expanded,Regular
put,4.26,4,07i DAILY shopping expanded,960.0,108.0,"(1, 4)",01 CORE pg1 -> 07a DAILY activity index -> 07i DAILY shopping core -> 07i DAILY shopping expanded,Regular
bag,4.26,4,07i DAILY shopping expanded,685.71,972.0,"(5, 3)",01 CORE pg1 -> 07a DAILY activity index -> 07i DAILY shopping core -> 07i DAILY shopping expanded,Regular
we,4.26,4,07i DAILY shopping expanded,960.0,108.0,"(1, 4)",01 CORE pg1 -> 07a DAILY activity index -> 07i DAILY shopping core -> 07i DAILY shopping expanded,Regular
put,4.26,4,07i DAILY shopping expanded,685.71,108.0,"(1, 3)",01 CORE pg1 -> 07a DAILY activity index -> 07i DAILY shopping core -> 07i DAILY shopping expanded,Regular
let's,4.26,4,07i DAILY shopping expanded,960.0,324.0,"(2, 4)",01 CORE pg1 -> 07a DAILY activity index -> 07i DAILY shopping core -> 07i DAILY shopping expanded,Regular
I,4.26,4,07i DAILY shopping expanded,137.14,108.0,"(1, 1)",01 CORE pg1 -> 07a DAILY activity index -> 07i DAILY shopping core -> 07i DAILY shopping expanded,Regular
can,4.26,4,07i DAILY shopping expanded,411.43,108.0,"(1, 2)",01 CORE pg1 -> 07a DAILY activity index -> 07i DAILY shopping core -> 07i DAILY shopping expanded,Regular
I,4.26,4,07i DAILY shopping expanded,685.71,324.0,"(2, 3)",01 CORE pg1 -> 07a DAILY activity index -> 07i DAILY shopping core -> 07i DAILY shopping expanded,Regular
what,4.26,4,07i DAILY shopping expanded,411.43,324.0,"(2, 2)",01 CORE pg1 -> 07a DAILY activity index -> 07i DAILY shopping core -> 07i DAILY shopping expanded,Regular
trolley,4.26,4,07i DAILY shopping expanded,137.14,756.0,"(4, 1)",01 CORE pg1 -> 07a DAILY activity index -> 07i DAILY shopping core -> 07i DAILY shopping expanded,Regular
shop,4.26,4,07i DAILY shopping expanded,411.43,756.0,"(4, 2)",01 CORE pg1 -> 07a DAILY activity index -> 07i DAILY shopping core -> 07i DAILY shopping expanded,Regular
pay,4.26,4,07i DAILY shopping expanded,960.0,1188.0,"(6, 4)",01 CORE pg1 -> 07a DAILY activity index -> 07i DAILY shopping core -> 07i DAILY shopping expanded,Regular
buy,4.26,4,07i DAILY shopping expanded,685.71,1188.0,"(6, 3)",01 CORE pg1 -> 07a DAILY activity index -> 07i DAILY shopping core -> 07i DAILY shopping expanded,Regular
find,4.26,4,07i DAILY shopping expanded,137.14,1188.0,"(6, 1)",01 CORE pg1 -> 07a DAILY activity index -> 07i DAILY shopping core -> 07i DAILY shopping expanded,Regular
choose,4.26,4,07i DAILY shopping expanded,411.43,1188.0,"(6, 2)",01 CORE pg1 -> 07a DAILY activity index -> 07i DAILY shopping core -> 07i DAILY shopping expanded,Regular
prescription,9.26,9,07x DAILY LIFE medical expanded TEEN,411.43,756.0,"(4, 2)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 07a DAILY LIFE activity index TEEN -> 07x DAILY LIFE medical TEEN -> 07x DAILY LIFE medical expanded TEEN,Regular
medicine,9.26,9,07x DAILY LIFE medical expanded TEEN,137.14,756.0,"(4, 1)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 07a DAILY LIFE activity index TEEN -> 07x DAILY LIFE medical TEEN -> 07x DAILY LIFE medical expanded TEEN,Regular
nurse,9.26,9,07x DAILY LIFE medical expanded TEEN,960.0,756.0,"(4, 4)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 07a DAILY LIFE activity index TEEN -> 07x DAILY LIFE medical TEEN -> 07x DAILY LIFE medical expanded TEEN,Regular
hurt,9.26,9,07x DAILY LIFE medical expanded TEEN,685.71,972.0,"(5, 3)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 07a DAILY LIFE activity index TEEN -> 07x DAILY LIFE medical TEEN -> 07x DAILY LIFE medical expanded TEEN,Regular
ill,9.26,9,07x DAILY LIFE medical expanded TEEN,137.14,1188.0,"(6, 1)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 07a DAILY LIFE activity index TEEN -> 07x DAILY LIFE medical TEEN -> 07x DAILY LIFE medical expanded TEEN,Regular
soon,9.26,9,07x DAILY LIFE medical expanded TEEN,960.0,1188.0,"(6, 4)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 07a DAILY LIFE activity index TEEN -> 07x DAILY LIFE medical TEEN -> 07x DAILY LIFE medical expanded TEEN,Regular
uncomfortable,9.26,9,07x DAILY LIFE medical expanded TEEN,685.71,1188.0,"(6, 3)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 07a DAILY LIFE activity index TEEN -> 07x DAILY LIFE medical TEEN -> 07x DAILY LIFE medical expanded TEEN,Regular
doctor,9.26,9,07x DAILY LIFE medical expanded TEEN,685.71,756.0,"(4, 3)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 07a DAILY LIFE activity index TEEN -> 07x DAILY LIFE medical TEEN -> 07x DAILY LIFE medical expanded TEEN,Regular
appointment,9.26,9,07x DAILY LIFE medical expanded TEEN,137.14,972.0,"(5, 1)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 07a DAILY LIFE activity index TEEN -> 07x DAILY LIFE medical TEEN -> 07x DAILY LIFE medical expanded TEEN,Regular
feel,9.26,9,07x DAILY LIFE medical expanded TEEN,411.43,972.0,"(5, 2)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 07a DAILY LIFE activity index TEEN -> 07x DAILY LIFE medical TEEN -> 07x DAILY LIFE medical expanded TEEN,Regular
new,9.26,9,07x DAILY LIFE medical expanded TEEN,411.43,1188.0,"(6, 2)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 07a DAILY LIFE activity index TEEN -> 07x DAILY LIFE medical TEEN -> 07x DAILY LIFE medical expanded TEEN,Regular
I need help,9.26,9,07x DAILY LIFE medical expanded TEEN,137.14,540.0,"(3, 1)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 07a DAILY LIFE activity index TEEN -> 07x DAILY LIFE medical TEEN -> 07x DAILY LIFE medical expanded TEEN,WordList
I can do it,9.26,9,07x DAILY LIFE medical expanded TEEN,685.71,324.0,"(2, 3)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 07a DAILY LIFE activity index TEEN -> 07x DAILY LIFE medical TEEN -> 07x DAILY LIFE medical expanded TEEN,WordList
there is a problem,9.26,9,07x DAILY LIFE medical expanded TEEN,411.43,540.0,"(3, 2)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 07a DAILY LIFE activity index TEEN -> 07x DAILY LIFE medical TEEN -> 07x DAILY LIFE medical expanded TEEN,WordList
I don't know,9.26,9,07x DAILY LIFE medical expanded TEEN,411.43,324.0,"(2, 2)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 07a DAILY LIFE activity index TEEN -> 07x DAILY LIFE medical TEEN -> 07x DAILY LIFE medical expanded TEEN,WordList
that's private,9.26,9,07x DAILY LIFE medical expanded TEEN,960.0,324.0,"(2, 4)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 07a DAILY LIFE activity index TEEN -> 07x DAILY LIFE medical TEEN -> 07x DAILY LIFE medical expanded TEEN,WordList
wait a minute,9.26,9,07x DAILY LIFE medical expanded TEEN,685.71,108.0,"(1, 3)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 07a DAILY LIFE activity index TEEN -> 07x DAILY LIFE medical TEEN -> 07x DAILY LIFE medical expanded TEEN,WordList
I am writing a message,9.26,9,07x DAILY LIFE medical expanded TEEN,411.43,108.0,"(1, 2)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 07a DAILY LIFE activity index TEEN -> 07x DAILY LIFE medical TEEN -> 07x DAILY LIFE medical expanded TEEN,WordList
I need to see a doctor,9.26,9,07x DAILY LIFE medical expanded TEEN,137.14,324.0,"(2, 1)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 07a DAILY LIFE activity index TEEN -> 07x DAILY LIFE medical TEEN -> 07x DAILY LIFE medical expanded TEEN,WordList
it's urgent,9.26,9,07x DAILY LIFE medical expanded TEEN,137.14,108.0,"(1, 1)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 07a DAILY LIFE activity index TEEN -> 07x DAILY LIFE medical TEEN -> 07x DAILY LIFE medical expanded TEEN,WordList
I need my medication,9.26,9,07x DAILY LIFE medical expanded TEEN,411.43,108.0,"(1, 2)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 07a DAILY LIFE activity index TEEN -> 07x DAILY LIFE medical TEEN -> 07x DAILY LIFE medical expanded TEEN,WordList
energy,11.26,11,16c EDUCATION physics  TEEN,411.43,108.0,"(1, 2)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 01 CORE pg2 TEEN -> 16 EDUCATION Index pg 1 TEEN -> 16c EDUCATION Science Core TEEN -> 16c EDUCATION Science Expanded Index TEEN -> 16c EDUCATION physics  TEEN,Regular
motion,11.26,11,16c EDUCATION physics  TEEN,685.71,108.0,"(1, 3)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 01 CORE pg2 TEEN -> 16 EDUCATION Index pg 1 TEEN -> 16c EDUCATION Science Core TEEN -> 16c EDUCATION Science Expanded Index TEEN -> 16c EDUCATION physics  TEEN,Regular
force,11.26,11,16c EDUCATION physics  TEEN,685.71,108.0,"(1, 3)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 01 CORE pg2 TEEN -> 16 EDUCATION Index pg 1 TEEN -> 16c EDUCATION Science Core TEEN -> 16c EDUCATION Science Expanded Index TEEN -> 16c EDUCATION physics  TEEN,Regular
pressure,11.26,11,16c EDUCATION physics  TEEN,685.71,540.0,"(3, 3)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 01 CORE pg2 TEEN -> 16 EDUCATION Index pg 1 TEEN -> 16c EDUCATION Science Core TEEN -> 16c EDUCATION Science Expanded Index TEEN -> 16c EDUCATION physics  TEEN,Regular
weight,11.26,11,16c EDUCATION physics  TEEN,411.43,540.0,"(3, 2)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 01 CORE pg2 TEEN -> 16 EDUCATION Index pg 1 TEEN -> 16c EDUCATION Science Core TEEN -> 16c EDUCATION Science Expanded Index TEEN -> 16c EDUCATION physics  TEEN,Regular
mass,11.26,11,16c EDUCATION physics  TEEN,137.14,540.0,"(3, 1)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 01 CORE pg2 TEEN -> 16 EDUCATION Index pg 1 TEEN -> 16c EDUCATION Science Core TEEN -> 16c EDUCATION Science Expanded Index TEEN -> 16c EDUCATION physics  TEEN,Regular
speed,11.26,11,16c EDUCATION physics  TEEN,960.0,540.0,"(3, 4)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 01 CORE pg2 TEEN -> 16 EDUCATION Index pg 1 TEEN -> 16c EDUCATION Science Core TEEN -> 16c EDUCATION Science Expanded Index TEEN -> 16c EDUCATION physics  TEEN,Regular
magnetic,11.26,11,16c EDUCATION physics  TEEN,411.43,324.0,"(2, 2)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 01 CORE pg2 TEEN -> 16 EDUCATION Index pg 1 TEEN -> 16c EDUCATION Science Core TEEN -> 16c EDUCATION Science Expanded Index TEEN -> 16c EDUCATION physics  TEEN,Regular
friction,11.26,11,16c EDUCATION physics  TEEN,685.71,324.0,"(2, 3)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 01 CORE pg2 TEEN -> 16 EDUCATION Index pg 1 TEEN -> 16c EDUCATION Science Core TEEN -> 16c EDUCATION Science Expanded Index TEEN -> 16c EDUCATION physics  TEEN,Regular
physics,11.26,11,16c EDUCATION physics  TEEN,137.14,108.0,"(1, 1)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 01 CORE pg2 TEEN -> 16 EDUCATION Index pg 1 TEEN -> 16c EDUCATION Science Core TEEN -> 16c EDUCATION Science Expanded Index TEEN -> 16c EDUCATION physics  TEEN,Regular
gravity,11.26,11,16c EDUCATION physics  TEEN,137.14,324.0,"(2, 1)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 01 CORE pg2 TEEN -> 16 EDUCATION Index pg 1 TEEN -> 16c EDUCATION Science Core TEEN -> 16c EDUCATION Science Expanded Index TEEN -> 16c EDUCATION physics  TEEN,Regular
light,11.26,11,16c EDUCATION physics  TEEN,137.14,108.0,"(1, 1)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 01 CORE pg2 TEEN -> 16 EDUCATION Index pg 1 TEEN -> 16c EDUCATION Science Core TEEN -> 16c EDUCATION Science Expanded Index TEEN -> 16c EDUCATION physics  TEEN,Regular
sound,11.26,11,16c EDUCATION physics  TEEN,411.43,108.0,"(1, 2)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 01 CORE pg2 TEEN -> 16 EDUCATION Index pg 1 TEEN -> 16c EDUCATION Science Core TEEN -> 16c EDUCATION Science Expanded Index TEEN -> 16c EDUCATION physics  TEEN,Regular
heat,11.26,11,16c EDUCATION physics  TEEN,960.0,108.0,"(1, 4)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 01 CORE pg2 TEEN -> 16 EDUCATION Index pg 1 TEEN -> 16c EDUCATION Science Core TEEN -> 16c EDUCATION Science Expanded Index TEEN -> 16c EDUCATION physics  TEEN,Regular
electricity,11.26,11,16c EDUCATION physics  TEEN,960.0,324.0,"(2, 4)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 01 CORE pg2 TEEN -> 16 EDUCATION Index pg 1 TEEN -> 16c EDUCATION Science Core TEEN -> 16c EDUCATION Science Expanded Index TEEN -> 16c EDUCATION physics  TEEN,Regular
think,11.26,11,16c EDUCATION physics  TEEN,960.0,756.0,"(4, 4)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 01 CORE pg2 TEEN -> 16 EDUCATION Index pg 1 TEEN -> 16c EDUCATION Science Core TEEN -> 16c EDUCATION Science Expanded Index TEEN -> 16c EDUCATION physics  TEEN,Regular
different,11.26,11,16c EDUCATION physics  TEEN,137.14,972.0,"(5, 1)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 01 CORE pg2 TEEN -> 16 EDUCATION Index pg 1 TEEN -> 16c EDUCATION Science Core TEEN -> 16c EDUCATION Science Expanded Index TEEN -> 16c EDUCATION physics  TEEN,Regular
science,11.26,11,16c EDUCATION physics  TEEN,411.43,756.0,"(4, 2)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 01 CORE pg2 TEEN -> 16 EDUCATION Index pg 1 TEEN -> 16c EDUCATION Science Core TEEN -> 16c EDUCATION Science Expanded Index TEEN -> 16c EDUCATION physics  TEEN,Regular
idea,11.26,11,16c EDUCATION physics  TEEN,685.71,756.0,"(4, 3)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 01 CORE pg2 TEEN -> 16 EDUCATION Index pg 1 TEEN -> 16c EDUCATION Science Core TEEN -> 16c EDUCATION Science Expanded Index TEEN -> 16c EDUCATION physics  TEEN,Regular
wow!,11.26,11,16c EDUCATION physics  TEEN,137.14,1188.0,"(6, 1)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 01 CORE pg2 TEEN -> 16 EDUCATION Index pg 1 TEEN -> 16c EDUCATION Science Core TEEN -> 16c EDUCATION Science Expanded Index TEEN -> 16c EDUCATION physics  TEEN,Regular
predict,11.26,11,16c EDUCATION physics  TEEN,411.43,1188.0,"(6, 2)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 01 CORE pg2 TEEN -> 16 EDUCATION Index pg 1 TEEN -> 16c EDUCATION Science Core TEEN -> 16c EDUCATION Science Expanded Index TEEN -> 16c EDUCATION physics  TEEN,Regular
evidence,11.26,11,16c EDUCATION physics  TEEN,137.14,756.0,"(4, 1)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 01 CORE pg2 TEEN -> 16 EDUCATION Index pg 1 TEEN -> 16c EDUCATION Science Core TEEN -> 16c EDUCATION Science Expanded Index TEEN -> 16c EDUCATION physics  TEEN,Regular
look,11.26,11,16c EDUCATION physics  TEEN,960.0,972.0,"(5, 4)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 01 CORE pg2 TEEN -> 16 EDUCATION Index pg 1 TEEN -> 16c EDUCATION Science Core TEEN -> 16c EDUCATION Science Expanded Index TEEN -> 16c EDUCATION physics  TEEN,Regular
test,11.26,11,16c EDUCATION physics  TEEN,685.71,1188.0,"(6, 3)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 01 CORE pg2 TEEN -> 16 EDUCATION Index pg 1 TEEN -> 16c EDUCATION Science Core TEEN -> 16c EDUCATION Science Expanded Index TEEN -> 16c EDUCATION physics  TEEN,Regular
record,11.26,11,16c EDUCATION physics  TEEN,685.71,972.0,"(5, 3)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 01 CORE pg2 TEEN -> 16 EDUCATION Index pg 1 TEEN -> 16c EDUCATION Science Core TEEN -> 16c EDUCATION Science Expanded Index TEEN -> 16c EDUCATION physics  TEEN,Regular
same,11.26,11,16c EDUCATION physics  TEEN,411.43,972.0,"(5, 2)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 01 CORE pg2 TEEN -> 16 EDUCATION Index pg 1 TEEN -> 16c EDUCATION Science Core TEEN -> 16c EDUCATION Science Expanded Index TEEN -> 16c EDUCATION physics  TEEN,Regular
investigate,11.26,11,16c EDUCATION physics  TEEN,960.0,1188.0,"(6, 4)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 01 CORE pg2 TEEN -> 16 EDUCATION Index pg 1 TEEN -> 16c EDUCATION Science Core TEEN -> 16c EDUCATION Science Expanded Index TEEN -> 16c EDUCATION physics  TEEN,Regular
think,11.26,11,16c EDUCATION Science Template 2 TEEN,960.0,756.0,"(4, 4)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 01 CORE pg2 TEEN -> 16 EDUCATION Index pg 1 TEEN -> 16c EDUCATION Science Core TEEN -> 16c EDUCATION Science Expanded Index TEEN -> 16c EDUCATION Science Template 2 TEEN,Regular
different,11.26,11,16c EDUCATION Science Template 2 TEEN,137.14,756.0,"(4, 1)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 01 CORE pg2 TEEN -> 16 EDUCATION Index pg 1 TEEN -> 16c EDUCATION Science Core TEEN -> 16c EDUCATION Science Expanded Index TEEN -> 16c EDUCATION Science Template 2 TEEN,Regular
same,11.26,11,16c EDUCATION Science Template 2 TEEN,411.43,756.0,"(4, 2)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 01 CORE pg2 TEEN -> 16 EDUCATION Index pg 1 TEEN -> 16c EDUCATION Science Core TEEN -> 16c EDUCATION Science Expanded Index TEEN -> 16c EDUCATION Science Template 2 TEEN,Regular
science,11.26,11,16c EDUCATION Science Template 2 TEEN,960.0,1188.0,"(6, 4)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 01 CORE pg2 TEEN -> 16 EDUCATION Index pg 1 TEEN -> 16c EDUCATION Science Core TEEN -> 16c EDUCATION Science Expanded Index TEEN -> 16c EDUCATION Science Template 2 TEEN,Regular
